Superfamily,Group,Family,Subfamily,Protein,WebLogo,Members
PK,CAMK,RSKb,RSKb,,PK_CAMK_RSKb_RSKb.png,PKA;RSK1_b;RSK2_b;RSK3_b;RSK4_b
PK,CAMK,RSKb,RSKb,RSK1_b (RPS6KA1),PK_CAMK_RSKb_RSKb_RSK1-b.png,RSK1_b;PKA
PK,CAMK,RSKb,RSKb,RSK2_b (RPS6KA3),PK_CAMK_RSKb_RSKb_RSK2-b.png,RSK2_b;PKA
PK,CAMK,RSKb,RSKb,RSK3_b (RPS6KA2),PK_CAMK_RSKb_RSKb_RSK3-b.png,RSK3_b;PKA
PK,CAMK,RSKb,RSKb,RSK4_b (RPS6KA6),PK_CAMK_RSKb_RSKb_RSK4-b.png,RSK4_b;PKA
PK,CAMK,SgK495,,,PK_CAMK_SgK495.png,PKA;SgK495
PK,CAMK,SgK495,,SgK495 (STK40),PK_CAMK_SgK495__SgK495.png,SgK495;PKA
PK,CAMK,STK33,,,PK_CAMK_STK33.png,PKA;STK33
PK,CAMK,STK33,,STK33,PK_CAMK_STK33__STK33.png,STK33;PKA
PK,CAMK,Trbl,,,PK_CAMK_Trbl.png,PKA;Trb1;Trb2;Trb3
PK,CAMK,Trbl,,Trb1 (TRIB1),PK_CAMK_Trbl__Trb1.png,Trb1;PKA
PK,CAMK,Trbl,,Trb2 (TRIB2),PK_CAMK_Trbl__Trb2.png,Trb2;PKA
PK,CAMK,Trbl,,Trb3 (TRIB3),PK_CAMK_Trbl__Trb3.png,Trb3;PKA
PK,CAMK,Trio,,,PK_CAMK_Trio.png,PKA;Obscn;Obscn_b;SPEG;SPEG_b;Trad;Trio
PK,CAMK,Trio,,Obscn (OBSCN),PK_CAMK_Trio__Obscn.png,Obscn;PKA
PK,CAMK,Trio,,Obscn_b (OBSCN),PK_CAMK_Trio__Obscn-b.png,Obscn_b;PKA
PK,CAMK,Trio,,SPEG,PK_CAMK_Trio__SPEG.png,SPEG;PKA
PK,CAMK,Trio,,SPEG_b (SPEG),PK_CAMK_Trio__SPEG-b.png,SPEG_b;PKA
PK,CAMK,Trio,,Trad (KALRN),PK_CAMK_Trio__Trad.png,Trad;PKA
PK,CAMK,Trio,,Trio (TRIO),PK_CAMK_Trio__Trio.png,Trio;PKA
PK,CAMK,TSSK,,,PK_CAMK_TSSK.png,PKA;SSTK;TSSK1;TSSK2;TSSK3;TSSK4
PK,CAMK,TSSK,,SSTK (TSSK6),PK_CAMK_TSSK__SSTK.png,SSTK;PKA
PK,CAMK,TSSK,,TSSK1 (TSSK1B),PK_CAMK_TSSK__TSSK1.png,TSSK1;PKA
PK,CAMK,TSSK,,TSSK2,PK_CAMK_TSSK__TSSK2.png,TSSK2;PKA
PK,CAMK,TSSK,,TSSK3,PK_CAMK_TSSK__TSSK3.png,TSSK3;PKA
PK,CAMK,TSSK,,TSSK4,PK_CAMK_TSSK__TSSK4.png,TSSK4;PKA
PK,CAMK,CAMK-Unique,,,PK_CAMK_CAMK-Unique.png,PKA;VACAMKL
PK,CAMK,CAMK-Unique,,VACAMKL (CAMKV),PK_CAMK_CAMK-Unique__VACAMKL.png,VACAMKL;PKA
PK,CK1,,,,PK_CK1.png,PKA;CK1a;CK1a2;CK1d;CK1e;CK1g1;CK1g2;CK1g3;TTBK1;TTBK2;VRK1;VRK2;VRK3
PK,CK1,CK1,,,PK_CK1_CK1.png,PKA;CK1a;CK1a2;CK1d;CK1e;CK1g1;CK1g2;CK1g3
PK,CK1,CK1,,CK1a (CSNK1A1),PK_CK1_CK1__CK1a.png,CK1a;PKA
PK,CK1,CK1,,CK1a2 (CSNK1A1L),PK_CK1_CK1__CK1a2.png,CK1a2;PKA
PK,CK1,CK1,,CK1d (CSNK1D),PK_CK1_CK1__CK1d.png,CK1d;PKA
PK,CK1,CK1,,CK1e (CSNK1E),PK_CK1_CK1__CK1e.png,CK1e;PKA
PK,CK1,CK1,,CK1g1 (CSNK1G1),PK_CK1_CK1__CK1g1.png,CK1g1;PKA
PK,CK1,CK1,,CK1g2 (CSNK1G2),PK_CK1_CK1__CK1g2.png,CK1g2;PKA
PK,CK1,CK1,,CK1g3 (CSNK1G3),PK_CK1_CK1__CK1g3.png,CK1g3;PKA
PK,CK1,TTBK,,,PK_CK1_TTBK.png,PKA;TTBK1;TTBK2
PK,CK1,TTBK,,TTBK1,PK_CK1_TTBK__TTBK1.png,TTBK1;PKA
PK,CK1,TTBK,,TTBK2,PK_CK1_TTBK__TTBK2.png,TTBK2;PKA
PK,CK1,VRK,,,PK_CK1_VRK.png,PKA;VRK1;VRK2;VRK3
PK,CK1,VRK,,VRK1,PK_CK1_VRK__VRK1.png,VRK1;PKA
PK,CK1,VRK,,VRK2,PK_CK1_VRK__VRK2.png,VRK2;PKA
PK,CK1,VRK,,VRK3,PK_CK1_VRK__VRK3.png,VRK3;PKA
PK,CMGC,,,,PK_CMGC.png,PKA;CCRK;CDC2;CDK10;CDK11;CDK2;CDK3;CDK4;CDK5;CDK6;CDK7;CDK8;CDK9;CDKL1;CDKL2;CDKL3;CDKL4;CDKL5;CHED;CK2a1;CK2a2;CLK1;CLK2;CLK3;CLK4;CRK7;DYRK1A;DYRK1B;DYRK2;DYRK3;DYRK4;Erk1;Erk2;Erk3;Erk4;Erk5;Erk7;GSK3A;GSK3B;HIPK1;HIPK2;HIPK3;HIPK4;ICK;JNK1;JNK2;JNK3;MAK;MOK;MSSK1;NLK;PCTAIRE1;PCTAIRE2;PCTAIRE3;PFTAIRE1;PFTAIRE2;PITSLRE;PRP4;SRPK1;SRPK2;p38a;p38b;p38d;p38g
PK,CMGC,CDK,,,PK_CMGC_CDK.png,PKA;CCRK;CDC2;CDK10;CDK11;CDK2;CDK3;CDK4;CDK5;CDK6;CDK7;CDK8;CDK9;CHED;CRK7;PCTAIRE1;PCTAIRE2;PCTAIRE3;PFTAIRE1;PFTAIRE2;PITSLRE
PK,CMGC,CDK,CDC2,,PK_CMGC_CDK_CDC2.png,PKA;CDC2
PK,CMGC,CDK,CDC2,CDC2 (CDK1),PK_CMGC_CDK_CDC2_CDC2.png,CDC2;PKA
PK,CMGC,CDK,CDK2,,PK_CMGC_CDK_CDK2.png,PKA;CDK2;CDK3
PK,CMGC,CDK,CDK2,CDK2,PK_CMGC_CDK_CDK2_CDK2.png,CDK2;PKA
PK,CMGC,CDK,CDK2,CDK3,PK_CMGC_CDK_CDK2_CDK3.png,CDK3;PKA
PK,CMGC,CDK,CDK4,,PK_CMGC_CDK_CDK4.png,PKA;CDK4;CDK6
PK,CMGC,CDK,CDK4,CDK4,PK_CMGC_CDK_CDK4_CDK4.png,CDK4;PKA
PK,CMGC,CDK,CDK4,CDK6,PK_CMGC_CDK_CDK4_CDK6.png,CDK6;PKA
PK,CMGC,CDK,CDK5,,PK_CMGC_CDK_CDK5.png,PKA;CDK5
PK,CMGC,CDK,CDK5,CDK5,PK_CMGC_CDK_CDK5_CDK5.png,CDK5;PKA
PK,CMGC,CDK,CDK7,,PK_CMGC_CDK_CDK7.png,PKA;CDK7
PK,CMGC,CDK,CDK7,CDK7,PK_CMGC_CDK_CDK7_CDK7.png,CDK7;PKA
PK,CMGC,CDK,CDK8,,PK_CMGC_CDK_CDK8.png,PKA;CDK11;CDK8
PK,CMGC,CDK,CDK8,CDK11 (CDK19),PK_CMGC_CDK_CDK8_CDK11.png,CDK11;PKA
PK,CMGC,CDK,CDK8,CDK8,PK_CMGC_CDK_CDK8_CDK8.png,CDK8;PKA
PK,CMGC,CDK,CDK9,,PK_CMGC_CDK_CDK9.png,PKA;CDK9
PK,CMGC,CDK,CDK9,CDK9,PK_CMGC_CDK_CDK9_CDK9.png,CDK9;PKA
PK,CMGC,CDK,CDK10,,PK_CMGC_CDK_CDK10.png,PKA;CDK10
PK,CMGC,CDK,CDK10,CDK10,PK_CMGC_CDK_CDK10_CDK10.png,CDK10;PKA
PK,CMGC,CDK,CDK11,,PK_CMGC_CDK_CDK11.png,PKA;PITSLRE
PK,CMGC,CDK,CDK11,PITSLRE (CDK11B),PK_CMGC_CDK_CDK11_PITSLRE.png,PITSLRE;PKA
PK,CMGC,CDK,CRK7,,PK_CMGC_CDK_CRK7.png,PKA;CHED;CRK7
PK,CMGC,CDK,CRK7,CHED (CDK13),PK_CMGC_CDK_CRK7_CHED.png,CHED;PKA
PK,CMGC,CDK,CRK7,CRK7 (CDK12),PK_CMGC_CDK_CRK7_CRK7.png,CRK7;PKA
PK,CMGC,CDK,PCTAIRE,,PK_CMGC_CDK_PCTAIRE.png,PKA;PCTAIRE1;PCTAIRE2;PCTAIRE3
PK,CMGC,CDK,PCTAIRE,PCTAIRE1 (CDK16),PK_CMGC_CDK_PCTAIRE_PCTAIRE1.png,PCTAIRE1;PKA
PK,CMGC,CDK,PCTAIRE,PCTAIRE2 (CDK17),PK_CMGC_CDK_PCTAIRE_PCTAIRE2.png,PCTAIRE2;PKA
PK,CMGC,CDK,PCTAIRE,PCTAIRE3 (CDK18),PK_CMGC_CDK_PCTAIRE_PCTAIRE3.png,PCTAIRE3;PKA
PK,CMGC,CDK,PFTAIRE,,PK_CMGC_CDK_PFTAIRE.png,PKA;PFTAIRE1;PFTAIRE2
PK,CMGC,CDK,PFTAIRE,PFTAIRE1 (CDK14),PK_CMGC_CDK_PFTAIRE_PFTAIRE1.png,PFTAIRE1;PKA
PK,CMGC,CDK,PFTAIRE,PFTAIRE2 (CDK15),PK_CMGC_CDK_PFTAIRE_PFTAIRE2.png,PFTAIRE2;PKA
PK,CMGC,CDK,,CCRK (CDK20),PK_CMGC_CDK__CCRK.png,CCRK;PKA
PK,CMGC,CDKL,,,PK_CMGC_CDKL.png,PKA;CDKL1;CDKL2;CDKL3;CDKL4;CDKL5
PK,CMGC,CDKL,,CDKL1,PK_CMGC_CDKL__CDKL1.png,CDKL1;PKA
PK,CMGC,CDKL,,CDKL2,PK_CMGC_CDKL__CDKL2.png,CDKL2;PKA
PK,CMGC,CDKL,,CDKL3,PK_CMGC_CDKL__CDKL3.png,CDKL3;PKA
PK,CMGC,CDKL,,CDKL4,PK_CMGC_CDKL__CDKL4.png,CDKL4;PKA
PK,CMGC,CDKL,,CDKL5,PK_CMGC_CDKL__CDKL5.png,CDKL5;PKA
PK,CMGC,CK2,,,PK_CMGC_CK2.png,PKA;CK2a1;CK2a2
PK,CMGC,CK2,,CK2a1 (CSNK2A1),PK_CMGC_CK2__CK2a1.png,CK2a1;PKA
PK,CMGC,CK2,,CK2a2 (CSNK2A2),PK_CMGC_CK2__CK2a2.png,CK2a2;PKA
PK,CMGC,CLK,,,PK_CMGC_CLK.png,PKA;CLK1;CLK2;CLK3;CLK4
PK,CMGC,CLK,,CLK1,PK_CMGC_CLK__CLK1.png,CLK1;PKA
PK,CMGC,CLK,,CLK2,PK_CMGC_CLK__CLK2.png,CLK2;PKA
PK,CMGC,CLK,,CLK3,PK_CMGC_CLK__CLK3.png,CLK3;PKA
PK,CMGC,CLK,,CLK4,PK_CMGC_CLK__CLK4.png,CLK4;PKA
PK,CMGC,DYRK,,,PK_CMGC_DYRK.png,PKA;DYRK1A;DYRK1B;DYRK2;DYRK3;DYRK4;HIPK1;HIPK2;HIPK3;HIPK4;PRP4
PK,CMGC,DYRK,DYRK1,,PK_CMGC_DYRK_DYRK1.png,PKA;DYRK1A;DYRK1B
PK,CMGC,DYRK,DYRK1,DYRK1A,PK_CMGC_DYRK_DYRK1_DYRK1A.png,DYRK1A;PKA
PK,CMGC,DYRK,DYRK1,DYRK1B,PK_CMGC_DYRK_DYRK1_DYRK1B.png,DYRK1B;PKA
PK,CMGC,DYRK,DYRK2,,PK_CMGC_DYRK_DYRK2.png,PKA;DYRK2;DYRK3;DYRK4
PK,CMGC,DYRK,DYRK2,DYRK2,PK_CMGC_DYRK_DYRK2_DYRK2.png,DYRK2;PKA
PK,CMGC,DYRK,DYRK2,DYRK3,PK_CMGC_DYRK_DYRK2_DYRK3.png,DYRK3;PKA
PK,CMGC,DYRK,DYRK2,DYRK4,PK_CMGC_DYRK_DYRK2_DYRK4.png,DYRK4;PKA
PK,CMGC,DYRK,HIPK,,PK_CMGC_DYRK_HIPK.png,PKA;HIPK1;HIPK2;HIPK3;HIPK4
PK,CMGC,DYRK,HIPK,HIPK1,PK_CMGC_DYRK_HIPK_HIPK1.png,HIPK1;PKA
PK,CMGC,DYRK,HIPK,HIPK2,PK_CMGC_DYRK_HIPK_HIPK2.png,HIPK2;PKA
PK,CMGC,DYRK,HIPK,HIPK3,PK_CMGC_DYRK_HIPK_HIPK3.png,HIPK3;PKA
PK,CMGC,DYRK,HIPK,HIPK4,PK_CMGC_DYRK_HIPK_HIPK4.png,HIPK4;PKA
PK,CMGC,DYRK,PRP4,,PK_CMGC_DYRK_PRP4.png,PKA;PRP4
PK,CMGC,DYRK,PRP4,PRP4 (PRPF4B),PK_CMGC_DYRK_PRP4_PRP4.png,PRP4;PKA
PK,CMGC,GSK,,,PK_CMGC_GSK.png,PKA;GSK3A;GSK3B
PK,CMGC,GSK,,GSK3A,PK_CMGC_GSK__GSK3A.png,GSK3A;PKA
PK,CMGC,GSK,,GSK3B,PK_CMGC_GSK__GSK3B.png,GSK3B;PKA
PK,CMGC,MAPK,,,PK_CMGC_MAPK.png,PKA;Erk1;Erk2;Erk3;Erk4;Erk5;Erk7;JNK1;JNK2;JNK3;NLK;p38a;p38b;p38d;p38g
PK,CMGC,MAPK,ERK1,,PK_CMGC_MAPK_ERK1.png,PKA;Erk1;Erk2
PK,CMGC,MAPK,ERK1,Erk1 (MAPK3),PK_CMGC_MAPK_ERK1_Erk1.png,Erk1;PKA
PK,CMGC,MAPK,ERK1,Erk2 (MAPK1),PK_CMGC_MAPK_ERK1_Erk2.png,Erk2;PKA
PK,CMGC,MAPK,ERK3,,PK_CMGC_MAPK_ERK3.png,PKA;Erk3;Erk4
PK,CMGC,MAPK,ERK3,Erk3 (MAPK6),PK_CMGC_MAPK_ERK3_Erk3.png,Erk3;PKA
PK,CMGC,MAPK,ERK3,Erk4 (MAPK4),PK_CMGC_MAPK_ERK3_Erk4.png,Erk4;PKA
PK,CMGC,MAPK,ERK5,,PK_CMGC_MAPK_ERK5.png,PKA;Erk5
PK,CMGC,MAPK,ERK5,Erk5 (MAPK7),PK_CMGC_MAPK_ERK5_Erk5.png,Erk5;PKA
PK,CMGC,MAPK,ERK7,,PK_CMGC_MAPK_ERK7.png,PKA;Erk7
PK,CMGC,MAPK,ERK7,Erk7 (MAPK15),PK_CMGC_MAPK_ERK7_Erk7.png,Erk7;PKA
PK,CMGC,MAPK,JNK,,PK_CMGC_MAPK_JNK.png,PKA;JNK1;JNK2;JNK3
PK,CMGC,MAPK,JNK,JNK1 (MAPK8),PK_CMGC_MAPK_JNK_JNK1.png,JNK1;PKA
PK,CMGC,MAPK,JNK,JNK2 (MAPK9),PK_CMGC_MAPK_JNK_JNK2.png,JNK2;PKA
PK,CMGC,MAPK,JNK,JNK3 (MAPK10),PK_CMGC_MAPK_JNK_JNK3.png,JNK3;PKA
PK,CMGC,MAPK,nmo,,PK_CMGC_MAPK_nmo.png,PKA;NLK
PK,CMGC,MAPK,nmo,NLK,PK_CMGC_MAPK_nmo_NLK.png,NLK;PKA
PK,CMGC,MAPK,p38,,PK_CMGC_MAPK_p38.png,PKA;p38a;p38b;p38d;p38g
PK,CMGC,MAPK,p38,p38a (MAPK14),PK_CMGC_MAPK_p38_p38a.png,p38a;PKA
PK,CMGC,MAPK,p38,p38b (MAPK11),PK_CMGC_MAPK_p38_p38b.png,p38b;PKA
PK,CMGC,MAPK,p38,p38d (MAPK13),PK_CMGC_MAPK_p38_p38d.png,p38d;PKA
PK,CMGC,MAPK,p38,p38g (MAPK12),PK_CMGC_MAPK_p38_p38g.png,p38g;PKA
PK,CMGC,RCK,,,PK_CMGC_RCK.png,PKA;ICK;MAK;MOK
PK,CMGC,RCK,,ICK,PK_CMGC_RCK__ICK.png,ICK;PKA
PK,CMGC,RCK,,MAK,PK_CMGC_RCK__MAK.png,MAK;PKA
PK,CMGC,RCK,,MOK,PK_CMGC_RCK__MOK.png,MOK;PKA
PK,CMGC,SRPK,,,PK_CMGC_SRPK.png,PKA;MSSK1;SRPK1;SRPK2
PK,CMGC,SRPK,,MSSK1 (SRPK3),PK_CMGC_SRPK__MSSK1.png,MSSK1;PKA
PK,CMGC,SRPK,,SRPK1,PK_CMGC_SRPK__SRPK1.png,SRPK1;PKA
PK,CMGC,SRPK,,SRPK2,PK_CMGC_SRPK__SRPK2.png,SRPK2;PKA
PK,RGC,,,,PK_RGC.png,PKA;ANPa;ANPb;CYGD;CYGF;HSER
PK,RGC,RGC,,,PK_RGC_RGC.png,PKA;ANPa;ANPb;CYGD;CYGF;HSER
PK,RGC,RGC,,ANPa (NPR1),PK_RGC_RGC__ANPa.png,ANPa;PKA
PK,RGC,RGC,,ANPb (NPR2),PK_RGC_RGC__ANPb.png,ANPb;PKA
PK,RGC,RGC,,CYGD (GUCY2D),PK_RGC_RGC__CYGD.png,CYGD;PKA
PK,RGC,RGC,,CYGF (GUCY2F),PK_RGC_RGC__CYGF.png,CYGF;PKA
PK,RGC,RGC,,HSER (GUCY2C),PK_RGC_RGC__HSER.png,HSER;PKA
PK,STE,,,,PK_STE.png,PKA;COT;GCK;GCN2_b;HGK;HPK1;KHS1;KHS2;LOK;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAP2K5;MAP2K6;MAP2K7;MAP3K1;MAP3K19;MAP3K2;MAP3K3;MAP3K4;MAP3K5;MAP3K6;MAP3K7;MINK;MST1;MST2;MST3;MST4;MYO3A;MYO3B;NIK;NRK;OSR1;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;SLK;STLK3;STLK5;STLK6;TAO1;TAO2;TAO3;TNIK;YSK1
PK,STE,STE7,,,PK_STE_STE7.png,PKA;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAP2K5;MAP2K6;MAP2K7
PK,STE,STE7,,MAP2K1,PK_STE_STE7__MAP2K1.png,MAP2K1;PKA
PK,STE,STE7,,MAP2K2,PK_STE_STE7__MAP2K2.png,MAP2K2;PKA
PK,STE,STE7,,MAP2K3,PK_STE_STE7__MAP2K3.png,MAP2K3;PKA
PK,STE,STE7,,MAP2K4,PK_STE_STE7__MAP2K4.png,MAP2K4;PKA
PK,STE,STE7,,MAP2K5,PK_STE_STE7__MAP2K5.png,MAP2K5;PKA
PK,STE,STE7,,MAP2K6,PK_STE_STE7__MAP2K6.png,MAP2K6;PKA
PK,STE,STE7,,MAP2K7,PK_STE_STE7__MAP2K7.png,MAP2K7;PKA
PK,STE,STE11,,,PK_STE_STE11.png,PKA;MAP3K1;MAP3K19;MAP3K2;MAP3K3;MAP3K4;MAP3K5;MAP3K6;MAP3K7
PK,STE,STE11,,MAP3K1,PK_STE_STE11__MAP3K1.png,MAP3K1;PKA
PK,STE,STE11,,MAP3K2,PK_STE_STE11__MAP3K2.png,MAP3K2;PKA
PK,STE,STE11,,MAP3K3,PK_STE_STE11__MAP3K3.png,MAP3K3;PKA
PK,STE,STE11,,MAP3K4,PK_STE_STE11__MAP3K4.png,MAP3K4;PKA
PK,STE,STE11,,MAP3K5,PK_STE_STE11__MAP3K5.png,MAP3K5;PKA
PK,STE,STE11,,MAP3K6,PK_STE_STE11__MAP3K6.png,MAP3K6;PKA
PK,STE,STE11,,MAP3K7 (MAP3K15),PK_STE_STE11__MAP3K7.png,MAP3K7;PKA
PK,STE,STE11,,MAP3K19,PK_STE_STE11__MAP3K19.png,MAP3K19;PKA
PK,STE,STE20,,,PK_STE_STE20.png,PKA;GCK;HGK;HPK1;KHS1;KHS2;LOK;MINK;MST1;MST2;MST3;MST4;MYO3A;MYO3B;NRK;OSR1;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;SLK;STLK3;STLK5;STLK6;TAO1;TAO2;TAO3;TNIK;YSK1
PK,STE,STE20,FRAY,,PK_STE_STE20_FRAY.png,PKA;OSR1;STLK3
PK,STE,STE20,FRAY,OSR1 (OXSR1),PK_STE_STE20_FRAY_OSR1.png,OSR1;PKA
PK,STE,STE20,FRAY,STLK3 (STK39),PK_STE_STE20_FRAY_STLK3.png,STLK3;PKA
PK,STE,STE20,KHS,,PK_STE_STE20_KHS.png,PKA;GCK;HPK1;KHS1;KHS2
PK,STE,STE20,KHS,GCK (MAP4K2),PK_STE_STE20_KHS_GCK.png,GCK;PKA
PK,STE,STE20,KHS,HPK1 (MAP4K1),PK_STE_STE20_KHS_HPK1.png,HPK1;PKA
PK,STE,STE20,KHS,KHS1 (MAP4K5),PK_STE_STE20_KHS_KHS1.png,KHS1;PKA
PK,STE,STE20,KHS,KHS2 (MAP4K3),PK_STE_STE20_KHS_KHS2.png,KHS2;PKA
PK,STE,STE20,MSN,,PK_STE_STE20_MSN.png,PKA;HGK;MINK;NRK;TNIK
PK,STE,STE20,MSN,HGK (MAP4K4),PK_STE_STE20_MSN_HGK.png,HGK;PKA
PK,STE,STE20,MSN,MINK (MINK1),PK_STE_STE20_MSN_MINK.png,MINK;PKA
PK,STE,STE20,MSN,NRK,PK_STE_STE20_MSN_NRK.png,NRK;PKA
PK,STE,STE20,MSN,TNIK,PK_STE_STE20_MSN_TNIK.png,TNIK;PKA
PK,STE,STE20,MST,,PK_STE_STE20_MST.png,PKA;MST1;MST2
PK,STE,STE20,MST,MST1 (STK4),PK_STE_STE20_MST_MST1.png,MST1;PKA
PK,STE,STE20,MST,MST2 (STK3),PK_STE_STE20_MST_MST2.png,MST2;PKA
PK,STE,STE20,NinaC,,PK_STE_STE20_NinaC.png,PKA;MYO3A;MYO3B
PK,STE,STE20,NinaC,MYO3A,PK_STE_STE20_NinaC_MYO3A.png,MYO3A;PKA
PK,STE,STE20,NinaC,MYO3B,PK_STE_STE20_NinaC_MYO3B.png,MYO3B;PKA
PK,STE,STE20,PAKA,,PK_STE_STE20_PAKA.png,PKA;PAK1;PAK2;PAK3
PK,STE,STE20,PAKA,PAK1,PK_STE_STE20_PAKA_PAK1.png,PAK1;PKA
PK,STE,STE20,PAKA,PAK2,PK_STE_STE20_PAKA_PAK2.png,PAK2;PKA
PK,STE,STE20,PAKA,PAK3,PK_STE_STE20_PAKA_PAK3.png,PAK3;PKA
PK,STE,STE20,PAKB,,PK_STE_STE20_PAKB.png,PKA;PAK4;PAK5;PAK6
PK,STE,STE20,PAKB,PAK4,PK_STE_STE20_PAKB_PAK4.png,PAK4;PKA
PK,STE,STE20,PAKB,PAK5,PK_STE_STE20_PAKB_PAK5.png,PAK5;PKA
PK,STE,STE20,PAKB,PAK6,PK_STE_STE20_PAKB_PAK6.png,PAK6;PKA
PK,STE,STE20,SLK,,PK_STE_STE20_SLK.png,PKA;LOK;SLK
PK,STE,STE20,SLK,LOK (STK10),PK_STE_STE20_SLK_LOK.png,LOK;PKA
PK,STE,STE20,SLK,SLK,PK_STE_STE20_SLK_SLK.png,SLK;PKA
PK,STE,STE20,STLK,,PK_STE_STE20_STLK.png,PKA;STLK5;STLK6
PK,STE,STE20,STLK,STLK5 (STRADA),PK_STE_STE20_STLK_STLK5.png,STLK5;PKA
PK,STE,STE20,STLK,STLK6 (STRADB),PK_STE_STE20_STLK_STLK6.png,STLK6;PKA
PK,STE,STE20,TAO,,PK_STE_STE20_TAO.png,PKA;TAO1;TAO2;TAO3
PK,STE,STE20,TAO,TAO1 (TAOK1),PK_STE_STE20_TAO_TAO1.png,TAO1;PKA
PK,STE,STE20,TAO,TAO2 (TAOK2),PK_STE_STE20_TAO_TAO2.png,TAO2;PKA
PK,STE,STE20,TAO,TAO3 (TAOK3),PK_STE_STE20_TAO_TAO3.png,TAO3;PKA
PK,STE,STE20,YSK,,PK_STE_STE20_YSK.png,PKA;MST3;MST4;YSK1
PK,STE,STE20,YSK,MST3 (STK24),PK_STE_STE20_YSK_MST3.png,MST3;PKA
PK,STE,STE20,YSK,MST4 (STK26),PK_STE_STE20_YSK_MST4.png,MST4;PKA
PK,STE,STE20,YSK,YSK1 (STK25),PK_STE_STE20_YSK_YSK1.png,YSK1;PKA
PK,STE,STE-Unique,,,PK_STE_STE-Unique.png,PKA;COT;GCN2_b;NIK
PK,STE,STE-Unique,,COT (MAP3K8),PK_STE_STE-Unique__COT.png,COT;PKA
PK,STE,STE-Unique,,GCN2_b (EIF2AK4),PK_STE_STE-Unique__GCN2-b.png,GCN2_b;PKA
PK,STE,STE-Unique,,NIK (MAP3K14),PK_STE_STE-Unique__NIK.png,NIK;PKA
PK,TK,,,,PK_TK.png,PKA;ABL1;ABL2;ACK;ALK;AXL;BLK;BMX;BRK;BTK;CCK4;CSK;CTK;DDR1;DDR2;EGFR;EphA1;EphA10;EphA2;EphA3;EphA4;EphA5;EphA6;EphA7;EphA8;EphB1;EphB2;EphB3;EphB4;EphB6;ErbB2;ErbB3;ErbB4;FAK;FER;FES;FGFR1;FGFR2;FGFR3;FGFR4;FGR;FLT1;FLT3;FLT4;FMS;FRK;FYN;HCK;IGF1R;INSR;IRR;ITK;JAK1;JAK1_b;JAK2;JAK2_b;JAK3;JAK3_b;KDR;KIT;LCK;LMR1;LMR2;LMR3;LTK;LYN;MER;MET;MUSK;PDGFRa;PDGFRb;PYK2;RET;RON;ROR1;ROR2;ROS;RYK;SRC;SRM;SYK;SuRTK106;TEC;TIE1;TIE2;TNK1;TRKA;TRKB;TRKC;TXK;TYK2;TYK2_b;TYRO3;YES;ZAP70
PK,TK,Abl,,,PK_TK_Abl.png,PKA;ABL1;ABL2
PK,TK,Abl,,ABL1,PK_TK_Abl__ABL1.png,ABL1;PKA
PK,TK,Abl,,ABL2,PK_TK_Abl__ABL2.png,ABL2;PKA
PK,TK,Ack,,,PK_TK_Ack.png,PKA;ACK;TNK1
PK,TK,Ack,,ACK (TNK2),PK_TK_Ack__ACK.png,ACK;PKA
PK,TK,Ack,,TNK1,PK_TK_Ack__TNK1.png,TNK1;PKA
PK,TK,ALK,,,PK_TK_ALK.png,PKA;ALK;LTK
PK,TK,ALK,,ALK,PK_TK_ALK__ALK.png,ALK;PKA
PK,TK,ALK,,LTK,PK_TK_ALK__LTK.png,LTK;PKA
PK,TK,Axl,,,PK_TK_Axl.png,PKA;AXL;MER;TYRO3
PK,TK,Axl,,AXL,PK_TK_Axl__AXL.png,AXL;PKA
PK,TK,Axl,,MER (MERTK),PK_TK_Axl__MER.png,MER;PKA
PK,TK,Axl,,TYRO3,PK_TK_Axl__TYRO3.png,TYRO3;PKA
PK,TK,CCK4,,,PK_TK_CCK4.png,PKA;CCK4
PK,TK,CCK4,,CCK4 (PTK7),PK_TK_CCK4__CCK4.png,CCK4;PKA
PK,TK,Csk,,,PK_TK_Csk.png,PKA;CSK;CTK
PK,TK,Csk,,CSK,PK_TK_Csk__CSK.png,CSK;PKA
PK,TK,Csk,,CTK (MATK),PK_TK_Csk__CTK.png,CTK;PKA
PK,TK,DDR,,,PK_TK_DDR.png,PKA;DDR1;DDR2
PK,TK,DDR,,DDR1,PK_TK_DDR__DDR1.png,DDR1;PKA
PK,TK,DDR,,DDR2,PK_TK_DDR__DDR2.png,DDR2;PKA
PK,TK,EGFR,,,PK_TK_EGFR.png,PKA;EGFR;ErbB2;ErbB3;ErbB4
PK,TK,EGFR,,EGFR,PK_TK_EGFR__EGFR.png,EGFR;PKA
PK,TK,EGFR,,ErbB2 (ERBB2),PK_TK_EGFR__ErbB2.png,ErbB2;PKA
PK,TK,EGFR,,ErbB3 (ERBB3),PK_TK_EGFR__ErbB3.png,ErbB3;PKA
PK,TK,EGFR,,ErbB4 (ERBB4),PK_TK_EGFR__ErbB4.png,ErbB4;PKA
